emp_no,first_name,last_name,title,to_date
12726,Fumitake,Panwar,Senior Engineer,1/1/99
12729,Nahla,Rahier,Senior Engineer,1/1/99
12731,Yongmao,Waymire,Senior Staff,1/1/99
12732,Mara,Takanami,Senior Staff,1/1/99
12734,Gil,Frijda,Senior Engineer,1/1/99
12746,Heekeun,Lunn,Senior Engineer,1/1/99
12747,Salvador,Atrawala,Technique Leader,1/1/99
12748,Berry,Kakkar,Engineer,1/1/99
12753,Kazuhito,Syrotiuk,Senior Engineer,1/1/99
12754,Ronnie,Tetzlaff,Senior Engineer,1/1/99
12769,Abdelwaheb,Gluchowski,Engineer,1/1/99
12770,Maik,Benzaken,Senior Staff,1/1/99
12773,Jenwei,Lovengreen,Senior Engineer,1/1/99
12774,Moon,Asrin,Engineer,1/1/99
12785,Bouchung,Armand,Senior Engineer,1/1/99
12786,Weiyi,Schusler,Engineer,1/1/99
12789,Sanjai,Felcyn,Engineer,1/1/99
12796,Saniya,Stanfel,Senior Engineer,1/1/99
12799,Tiina,Businaro,Senior Staff,1/1/99
12807,Gretta,Babb,Senior Engineer,1/1/99
12810,Kristof,Staelin,Technique Leader,1/1/99
12819,Mountaz,Gubsky,Senior Engineer,1/1/99
12821,Arco,Gihr,Engineer,1/1/99
12828,Oksana,Camurati,Staff,1/1/99
12829,Harngdar,Harbusch,Senior Engineer,1/1/99
12840,Zhensheng,Ferretti,Engineer,1/1/99
12843,Yinlin,Heijenga,Senior Engineer,1/1/99
12848,Kazuhide,Smeets,Engineer,1/1/99
12851,Kwangyoen,Ramsay,Staff,1/1/99
12857,Alagu,Gils,Senior Engineer,1/1/99
12863,Leif,Matheson,Senior Engineer,1/1/99
12865,Katsuyuki,Rothe,Senior Staff,1/1/99
12868,Berthier,Nanard,Senior Engineer,1/1/99
12869,Jacopo,Swiler,Staff,1/1/99
12879,Baruch,Eugenio,Senior Engineer,1/1/99
12881,Huai,Yurek,Staff,1/1/99
12885,Anwar,Collavizza,Senior Engineer,1/1/99
12887,Hilari,DuBourdieux,Senior Engineer,1/1/99
12889,Mayumi,Mukaidono,Engineer,1/1/99
12890,Neven,Casley,Senior Staff,1/1/99
12895,Roddy,Serot,Senior Engineer,1/1/99
12905,Munehiro,Gecsei,Senior Engineer,1/1/99
12910,Uno,Casley,Staff,1/1/99
12923,Chaosheng,Journel,Senior Engineer,1/1/99
12934,Adil,Solares,Senior Engineer,1/1/99
12936,Reinhold,Farrow,Technique Leader,1/1/99
12940,Odinaldo,Farrar,Senior Engineer,1/1/99
12941,Tommaso,Perelgut,Senior Engineer,1/1/99
12949,Geoff,Asrin,Senior Engineer,1/1/99
12960,Tayeb,Navazio,Engineer,1/1/99
12977,Byong,Markovitch,Senior Engineer,1/1/99
12982,Sachem,Aamodt,Senior Engineer,1/1/99
12983,Elliott,Hambrick,Staff,1/1/99
12986,Khun,Hennebert,Senior Engineer,1/1/99
12987,Youngkon,Kading,Senior Engineer,1/1/99
13000,Adhemar,Chiodo,Engineer,1/1/99
13002,Henk,Muhlberg,Senior Engineer,1/1/99
13004,Fan,Beznosov,Senior Engineer,1/1/99
13008,Jayesh,Zaumen,Engineer,1/1/99
13011,Aamer,Glowinski,Technique Leader,1/1/99
13013,Heekeun,Baak,Engineer,1/1/99
13027,Paraskevi,Kohling,Technique Leader,1/1/99
13034,Arunas,Rosen,Senior Staff,1/1/99
13046,Vivian,Stafford,Senior Staff,1/1/99
13047,Atilio,Chelton,Senior Engineer,1/1/99
13048,Kerhong,Massonet,Senior Engineer,1/1/99
13052,Aleksandar,Schlenzig,Senior Engineer,1/1/99
13054,Samphel,Masamoto,Senior Engineer,1/1/99
13067,Wayne,Kornyak,Senior Engineer,1/1/99
13076,Deniz,Skafidas,Engineer,1/1/99
13086,Dzung,Domenig,Senior Staff,1/1/99
13093,Sajjan,Unno,Staff,1/1/99
13096,Ibibia,Armand,Senior Engineer,1/1/99
13103,Srinidhi,Ellozy,Senior Engineer,1/1/99
13108,Rance,Matteis,Senior Staff,1/1/99
13110,Maria,Kamble,Senior Engineer,1/1/99
13124,Quingbo,Garnick,Senior Staff,1/1/99
13126,Parviz,Hennebert,Senior Engineer,1/1/99
13134,Lorien,Chepyzhov,Senior Engineer,1/1/99
13140,Shuji,Vidal,Staff,1/1/99
13143,Qingxiang,Ventosa,Technique Leader,1/1/99
13146,Haldon,Erie,Senior Staff,1/1/99
13150,Mahmut,Stavenow,Technique Leader,1/1/99
13156,Akeel,Millington,Senior Engineer,1/1/99
13159,Jingling,Ranst,Staff,1/1/99
13161,Manu,Picci,Senior Engineer,1/1/99
13165,Lucian,Benner,Senior Engineer,1/1/99
13168,Munir,Stentiford,Senior Engineer,1/1/99
13171,Anoosh,Birnbaum,Senior Engineer,1/1/99
13175,Yucai,Swick,Senior Engineer,1/1/99
13179,Moty,Janocha,Staff,1/1/99
13182,Kokou,Rodite,Engineer,1/1/99
13189,Yuuichi,Bazzichi,Staff,1/1/99
13192,Rosita,Flowers,Technique Leader,1/1/99
13200,Weidon,Pauthner,Senior Engineer,1/1/99
13204,Mircea,Pellegrinelli,Assistant Engineer,1/1/99
13206,Tetsurou,Rullman,Staff,1/1/99
13216,Stabislas,Weedman,Staff,1/1/99
13227,Goncalo,Pell,Staff,1/1/99
13232,Mitchel,Fujisaki,Technique Leader,1/1/99
13233,Alselm,Chvatal,Senior Engineer,1/1/99
13235,Taizo,Remmers,Engineer,1/1/99
13240,King,Pileggi,Senior Engineer,1/1/99
13246,Adil,Siepmann,Staff,1/1/99
13250,Zeydy,Schusler,Senior Engineer,1/1/99
13252,Morris,Kavvadias,Staff,1/1/99
13260,JoAnna,McDermid,Technique Leader,1/1/99
13272,Arun,Jiang,Senior Staff,1/1/99
13290,Stamatina,Karner,Staff,1/1/99
13291,Georg,Stamatiou,Senior Engineer,1/1/99
13294,Haldun,Stroustrup,Staff,1/1/99
13302,Mack,Alencar,Senior Engineer,1/1/99
13303,Koldo,Rissanen,Staff,1/1/99
13309,Toshimori,Lipner,Senior Engineer,1/1/99
13312,Filipp,Schurmann,Engineer,1/1/99
13315,Sakthirel,Stroustrup,Senior Engineer,1/1/99
13320,Gino,Bahr,Senior Engineer,1/1/99
13332,Nidapan,Pearson,Senior Engineer,1/1/99
13333,Yoshinari,Hennebert,Engineer,1/1/99
13342,Georgy,Doering,Engineer,1/1/99
13346,Francoise,Zastre,Senior Engineer,1/1/99
13347,Lein,Sifakis,Senior Engineer,1/1/99
13349,Zeydy,Danner,Senior Staff,1/1/99
13357,Mabry,Llado,Engineer,1/1/99
13361,Wilmer,Baek,Staff,1/1/99
13368,Kiyokazu,Klassen,Staff,1/1/99
13371,Nakhoon,Riexinger,Senior Engineer,1/1/99
13374,Atreye,Kalefeld,Senior Engineer,1/1/99
13378,Rafols,Zhiwei,Technique Leader,1/1/99
13385,Claudi,Buchter,Senior Staff,1/1/99
13386,Khosrow,Sgarro,Technique Leader,1/1/99
13388,Shuji,Cesareni,Technique Leader,1/1/99
13389,Divine,Cmelik,Senior Staff,1/1/99
13390,Nathan,Hutton,Engineer,1/1/99
13396,Chuanyi,Aumann,Senior Staff,1/1/99
13402,Augustine,Dulli,Engineer,1/1/99
13405,Randy,Baba,Senior Staff,1/1/99
13407,Gio,Chenoweth,Senior Engineer,1/1/99
13408,Sreekrishna,Lagarias,Senior Engineer,1/1/99
13412,Ranga,Erdmenger,Staff,1/1/99
13415,Nathalie,Speer,Technique Leader,1/1/99
13416,Fox,Billawala,Senior Engineer,1/1/99
13422,Vishwani,Gerlach,Senior Engineer,1/1/99
13427,Sreekrishna,Narwekar,Staff,1/1/99
13439,Domenick,Ullian,Engineer,1/1/99
13443,Mayuko,Puppo,Senior Engineer,1/1/99
13445,Renee,Dehkordi,Engineer,1/1/99
13453,Sugwoo,Lalonde,Senior Engineer,1/1/99
13456,Uzi,Erol,Senior Engineer,1/1/99
13457,Shooichi,Parfitt,Senior Engineer,1/1/99
13458,Feipei,Nivat,Senior Engineer,1/1/99
13460,Yinghua,Gips,Senior Engineer,1/1/99
13463,Theron,Berstel,Senior Engineer,1/1/99
13465,Sasan,Rehfuss,Engineer,1/1/99
13467,Zhigen,Katzenelson,Senior Engineer,1/1/99
13472,Dzung,Larfeldt,Engineer,1/1/99
13493,Uinam,Jullig,Senior Engineer,1/1/99
13500,Irene,Erol,Senior Engineer,1/1/99
13504,Parto,Mandell,Engineer,1/1/99
13505,Chandrasekaran,Hambrick,Staff,1/1/99
13520,Takahiro,Mahnke,Senior Engineer,1/1/99
13523,Dines,Karunanithi,Staff,1/1/99
13535,Arunas,Schlenzig,Senior Engineer,1/1/99
13539,Cedric,Bala,Senior Engineer,1/1/99
13540,Cordelia,Krohn,Staff,1/1/99
13546,Aimee,Brookner,Senior Engineer,1/1/99
13549,Matk,Koprowski,Technique Leader,1/1/99
13571,Eben,Passino,Senior Engineer,1/1/99
13575,Kazuhiko,Hettesheimer,Senior Engineer,1/1/99
13586,Abdelwaheb,Klassen,Senior Engineer,1/1/99
13591,Jinxi,Poulakidas,Assistant Engineer,1/1/99
13596,Georg,Marletta,Senior Engineer,1/1/99
13598,Subhrajyoti,Barvinok,Engineer,1/1/99
13600,Baocai,Babu,Staff,1/1/99
13612,Shao,Mansanne,Engineer,1/1/99
13617,Prodip,Fioravanti,Engineer,1/1/99
13621,Fei,Haddadi,Engineer,1/1/99
13629,Dzung,Trelles,Senior Engineer,1/1/99
13643,Geoff,Chenney,Senior Engineer,1/1/99
13648,Zejun,Lamba,Technique Leader,1/1/99
13670,Moti,Takanami,Senior Engineer,1/1/99
13680,Denny,Speer,Staff,1/1/99
13683,Zhilian,Vakili,Senior Engineer,1/1/99
13685,Weicheng,Hockney,Senior Engineer,1/1/99
13697,Shuichi,Weedon,Technique Leader,1/1/99
13704,Vishu,Kumaresan,Senior Engineer,1/1/99
13708,Taizo,Bolsens,Senior Engineer,1/1/99
13719,Hugh,Porotnikoff,Senior Engineer,1/1/99
13727,Vitali,Merey,Staff,1/1/99
13738,Bangqing,Mitchem,Engineer,1/1/99
13744,Hisao,Quittner,Senior Engineer,1/1/99
13745,Ung,Camurati,Senior Engineer,1/1/99
13758,Subhrajyoti,Sidou,Senior Staff,1/1/99
13766,Tremaine,Heemskerk,Senior Staff,1/1/99
13769,Yakichi,Trogemann,Senior Staff,1/1/99
13772,Khalil,Klyachko,Engineer,1/1/99
13787,Xiaobin,Sinicrope,Senior Engineer,1/1/99
13796,Paloma,Thorelli,Engineer,1/1/99
13798,Khosrow,Tischendorf,Senior Engineer,1/1/99
13799,Chriss,Backhouse,Technique Leader,1/1/99
13800,Nikolaus,Gammage,Technique Leader,1/1/99
13811,Kien,Azadmanesh,Senior Engineer,1/1/99
13815,Guadalupe,Plotkin,Senior Engineer,1/1/99
13825,Arlette,Pell,Technique Leader,1/1/99
13831,Yinghua,Rikino,Technique Leader,1/1/99
13841,Christophe,Spinelli,Technique Leader,1/1/99
13846,Guiseppe,Welham,Senior Staff,1/1/99
13847,Dhritiman,Gulik,Technique Leader,1/1/99
13853,Mingsen,Roohalamini,Senior Staff,1/1/99
13856,Xiping,Conta,Senior Staff,1/1/99
13857,Mostafa,Ferriere,Senior Engineer,1/1/99
13859,Anoosh,Fujisawa,Senior Engineer,1/1/99
13861,Parke,Serna,Engineer,1/1/99
13870,Theirry,Kirkerud,Engineer,1/1/99
13875,Genta,Manders,Senior Engineer,1/1/99
13884,Kensei,Swift,Engineer,1/1/99
13888,Xuedong,Reghbati,Engineer,1/1/99
13894,Ult,Schonegge,Engineer,1/1/99
13897,JoAnna,Hardjono,Senior Engineer,1/1/99
13899,Mostafa,Crouzet,Engineer,1/1/99
13904,Youngkon,Cairo,Senior Engineer,1/1/99
13911,Fen,Jansen,Staff,1/1/99
13913,Xinan,Yoshizawa,Technique Leader,1/1/99
13919,Brewster,Sinicrope,Engineer,1/1/99
13922,Jinpo,Langford,Senior Staff,1/1/99
13924,Mary,DasSarma,Senior Engineer,1/1/99
13934,Shiv,Bratsberg,Senior Engineer,1/1/99
13936,Tsz,Hambrick,Staff,1/1/99
13942,Elzbieta,Esteva,Technique Leader,1/1/99
13944,Takahito,Maierhofer,Senior Engineer,1/1/99
13946,Atilio,Sgarro,Senior Engineer,1/1/99
13948,Xiaocheng,Hanratty,Staff,1/1/99
13960,Nechama,Hettesheimer,Senior Staff,1/1/99
13962,Maris,Ghelli,Senior Engineer,1/1/99
13966,Boguslaw,Cooman,Senior Staff,1/1/99
13969,Jianwen,Chandrasekhar,Technique Leader,1/1/99
13972,Seongbin,Walston,Technique Leader,1/1/99
13987,Huican,Fujisaki,Technique Leader,1/1/99
13990,Deborah,Schapiro,Engineer,1/1/99
14005,Vojin,Stellhorn,Technique Leader,1/1/99
14011,Katsuo,Peris,Engineer,1/1/99
14012,Yishai,Hanratty,Senior Engineer,1/1/99
14015,Manibrata,Picaronny,Senior Engineer,1/1/99
14024,Naftali,Lukaszewicz,Senior Engineer,1/1/99
14030,Guadalupe,Hiroyama,Technique Leader,1/1/99
14031,Joydip,Bashian,Engineer,1/1/99
14038,Tokuyasu,Plesums,Senior Engineer,1/1/99
14039,Ugo,Butterworth,Assistant Engineer,1/1/99
14049,Becky,Pelz,Senior Engineer,1/1/99
14051,Constantijn,Sullins,Senior Engineer,1/1/99
14058,Huai,Kobara,Senior Engineer,1/1/99
14066,Gennadi,Marrakchi,Staff,1/1/99
14067,Godehard,Trachtenberg,Senior Engineer,1/1/99
14074,Toshimori,Wendorf,Engineer,1/1/99
14084,Deniz,Halloran,Engineer,1/1/99
14093,Atreye,Ritzmann,Technique Leader,1/1/99
14105,Ramachenga,Orlowski,Staff,1/1/99
14112,Younwoo,McDermid,Staff,1/1/99
14118,Kasturi,Anido,Senior Staff,1/1/99
14128,Mountaz,Munck,Senior Engineer,1/1/99
14130,Yuuichi,Stroustrup,Staff,1/1/99
14140,Kiam,Ramamoorthy,Senior Staff,1/1/99
14146,Hauke,Sidou,Engineer,1/1/99
14147,Sasan,Rande,Engineer,1/1/99
14148,Jungsoon,Hartvigsen,Senior Engineer,1/1/99
14150,Yuqun,Akiyama,Senior Staff,1/1/99
14159,Theron,Marrakchi,Engineer,1/1/99
14167,Adas,Hertweck,Senior Engineer,1/1/99
14168,Jiann,Denis,Technique Leader,1/1/99
14182,Abdulla,Encarnacion,Senior Staff,1/1/99
14191,Jiann,Luby,Senior Engineer,1/1/99
14199,Tomoyuki,Peek,Senior Engineer,1/1/99
14200,Masali,Sankaranarayanan,Senior Staff,1/1/99
14209,Masanao,Kusakabe,Senior Staff,1/1/99
14214,TRUE,Swen,Assistant Engineer,1/1/99
14220,Tomofumi,Pargas,Senior Engineer,1/1/99
14232,Masali,Bojadziev,Senior Engineer,1/1/99
14234,Alair,Servi,Staff,1/1/99
14236,Xuedong,Angiulli,Senior Staff,1/1/99
14237,Abdulla,Gerlach,Senior Engineer,1/1/99
14244,Mahmut,Mullainathan,Senior Engineer,1/1/99
14245,Boalin,Byoun,Senior Engineer,1/1/99
14246,Subhada,Piazza,Senior Engineer,1/1/99
14248,Mark,Alblas,Senior Engineer,1/1/99
14251,Ingemar,Werthner,Senior Staff,1/1/99
14252,Weiyi,Fargier,Staff,1/1/99
14257,Kwok,Massonet,Staff,1/1/99
14259,Aleksandar,Kisuki,Senior Engineer,1/1/99
14273,Atreye,Benveniste,Staff,1/1/99
14277,Xiong,Gente,Technique Leader,1/1/99
14281,Hidekazu,Stavenow,Senior Engineer,1/1/99
14290,Miyeon,Olivero,Senior Engineer,1/1/99
14298,Chriss,Granlund,Senior Engineer,1/1/99
14302,Rosita,Comellas,Engineer,1/1/99
14310,Marlo,Leuchs,Senior Staff,1/1/99
14320,Sreenivas,Schaar,Senior Engineer,1/1/99
14322,Shem,Kakkad,Engineer,1/1/99
14323,Golgen,Leslie,Staff,1/1/99
14326,Iara,Speckmann,Senior Engineer,1/1/99
14327,Jianwen,Leaver,Senior Engineer,1/1/99
14329,Nikolaus,Bakhtari,Senior Engineer,1/1/99
14330,Felicidad,Brizzi,Senior Engineer,1/1/99
14331,Susumu,Plessier,Senior Engineer,1/1/99
14332,Wilmer,Nitto,Senior Engineer,1/1/99
14335,Mark,Fraisse,Technique Leader,1/1/99
14340,Vitaly,Wixon,Senior Engineer,1/1/99
14342,Hairong,Iacovou,Senior Engineer,1/1/99
14344,Otilia,Buescher,Technique Leader,1/1/99
14360,Janche,Erbe,Senior Staff,1/1/99
14364,Remzi,Lund,Senior Staff,1/1/99
14369,Hiroyasu,Cardazo,Senior Engineer,1/1/99
14372,Saniya,Srimani,Engineer,1/1/99
14382,Zhigen,Sichman,Senior Staff,1/1/99
14384,Tomofumi,Holburn,Technique Leader,1/1/99
14385,Chanjung,Vendrig,Engineer,1/1/99
14398,Kristinn,Parascandalo,Staff,1/1/99
14406,Tsutomu,Tanemo,Senior Engineer,1/1/99
14411,Hiroyasu,Validov,Technique Leader,1/1/99
14418,Chriss,Kadhim,Engineer,1/1/99
14422,Toshimo,Gadepally,Senior Engineer,1/1/99
14424,Chikako,Isard,Senior Engineer,1/1/99
14434,Elvis,Maginnis,Technique Leader,1/1/99
14436,Aloke,Gubsky,Engineer,1/1/99
14439,Raimond,Woycyznski,Senior Engineer,1/1/99
14456,Feiyu,Rehfuss,Senior Engineer,1/1/99
14457,Erez,Wynblatt,Senior Engineer,1/1/99
14460,Yagil,Lueh,Senior Engineer,1/1/99
14478,Munehiro,Boissier,Senior Staff,1/1/99
14481,Moti,Lammel,Senior Engineer,1/1/99
14483,Supot,Marrevee,Senior Engineer,1/1/99
14484,Gift,Backhouse,Engineer,1/1/99
14486,Indrajit,Birdsall,Senior Engineer,1/1/99
14490,Tran,Azulay,Staff,1/1/99
14494,Yannis,Azadmanesh,Technique Leader,1/1/99
14497,Armond,Molenkamp,Staff,1/1/99
14500,Rutger,Malabarba,Senior Engineer,1/1/99
14501,Taizo,Kroft,Technique Leader,1/1/99
14502,Abdulla,Simkin,Senior Engineer,1/1/99
14513,Samphel,Barreiro,Senior Staff,1/1/99
14515,Kazuhisa,Versino,Senior Engineer,1/1/99
14516,Kristian,Underwood,Senior Staff,1/1/99
14518,Patricia,Peir,Engineer,1/1/99
14522,Chuanyi,Ranta,Senior Staff,1/1/99
14524,Nobuyoshi,Trogemann,Staff,1/1/99
14526,Arne,Grabner,Staff,1/1/99
14530,Branimir,Luks,Engineer,1/1/99
14534,Heeju,Vecchi,Engineer,1/1/99
14537,Babette,Engelmann,Senior Engineer,1/1/99
14552,Ibibia,Snyers,Senior Engineer,1/1/99
14556,Fatemeh,Zultner,Engineer,1/1/99
14560,Elrique,Driscoll,Senior Engineer,1/1/99
14563,Xuejia,Douceur,Senior Staff,1/1/99
14564,Tadahiro,Christ,Staff,1/1/99
14568,Baoqiu,Kakkad,Senior Engineer,1/1/99
14572,Jasminko,Remmele,Technique Leader,1/1/99
14574,Yolla,Kaiserswerth,Senior Engineer,1/1/99
14577,Shawna,Harbusch,Senior Engineer,1/1/99
14581,Gao,Condotta,Senior Engineer,1/1/99
14582,Kiyokazu,Morrin,Senior Engineer,1/1/99
14589,Shawna,Narahari,Staff,1/1/99
14597,Aloke,Ritcey,Senior Staff,1/1/99
14600,Jayson,Cairo,Senior Staff,1/1/99
14603,Lech,Marquardt,Senior Engineer,1/1/99
14607,Suzette,Selvestrel,Staff,1/1/99
14611,Marsja,Coors,Staff,1/1/99
14620,Jianhua,Erev,Senior Engineer,1/1/99
14622,Jixiang,Lung,Senior Engineer,1/1/99
14623,Gina,Savasere,Engineer,1/1/99
14627,Reinhold,Zastre,Senior Engineer,1/1/99
14632,Gudjon,McClurg,Senior Engineer,1/1/99
14634,Shirish,Lamba,Technique Leader,1/1/99
14640,Toshimori,Kornatzky,Senior Engineer,1/1/99
14642,Florian,Kuhnemann,Senior Engineer,1/1/99
14645,Laurentiu,Glinert,Senior Engineer,1/1/99
14646,Jiafu,dAstous,Senior Engineer,1/1/99
14654,Moheb,Remmele,Senior Staff,1/1/99
14659,Sashi,Adachi,Senior Engineer,1/1/99
14665,Honesty,Brlek,Senior Staff,1/1/99
14667,Khatoun,Slutz,Senior Engineer,1/1/99
14668,Weicheng,Covnot,Senior Engineer,1/1/99
14670,Rance,Karnin,Assistant Engineer,1/1/99
14674,Rosalie,Engelmann,Engineer,1/1/99
14675,Teunis,Angel,Senior Staff,1/1/99
14677,Herbert,Sifakis,Senior Engineer,1/1/99
14678,Angus,Constantine,Staff,1/1/99
14681,Jaihie,Suermann,Engineer,1/1/99
14683,Alois,Basart,Senior Engineer,1/1/99
14684,Jayesh,Przulj,Staff,1/1/99
14690,Yechezkel,Bellone,Senior Engineer,1/1/99
14692,Annemarie,Lamba,Senior Engineer,1/1/99
14703,Boutros,Gonthier,Engineer,1/1/99
14710,Mahmut,Hainaut,Senior Staff,1/1/99
14716,Cullen,Kusakabe,Senior Engineer,1/1/99
14741,Dinkar,Menyhert,Senior Engineer,1/1/99
14745,Dines,Penttonen,Technique Leader,1/1/99
14746,Uri,Baalen,Senior Engineer,1/1/99
14750,Sadok,Boguraev,Engineer,1/1/99
14752,Mariusz,Azuma,Senior Engineer,1/1/99
14756,Mohua,Plesums,Senior Engineer,1/1/99
14763,Ayakannu,Hedayat,Senior Engineer,1/1/99
14777,Danco,Slobodova,Engineer,1/1/99
14780,Marlo,Bruckman,Senior Engineer,1/1/99
14785,Zhonghua,Kaiser,Senior Engineer,1/1/99
14789,Pintsang,Lanphier,Engineer,1/1/99
14791,Magy,Garrabrants,Assistant Engineer,1/1/99
14793,Stein,Uchoa,Engineer,1/1/99
14801,Peternela,Middleton,Senior Engineer,1/1/99
14802,Almudena,Kamble,Senior Engineer,1/1/99
14815,Valeri,Vanwelkenhuysen,Engineer,1/1/99
14817,Gaurav,Masaki,Senior Engineer,1/1/99
14818,Wayne,Falco,Senior Engineer,1/1/99
14820,Poornachandra,Bratsberg,Senior Staff,1/1/99
14821,Oguz,Kilgore,Engineer,1/1/99
14828,Christfried,Kropf,Staff,1/1/99
14839,Changho,Cronin,Senior Engineer,1/1/99
14853,Taiji,Nergos,Senior Engineer,1/1/99
14874,Lijie,Socorro,Engineer,1/1/99
14877,Arto,Meriste,Senior Engineer,1/1/99
14879,Anyuan,Sigstam,Senior Engineer,1/1/99
14885,Mansur,Thisen,Technique Leader,1/1/99
14888,Temple,Barriga,Senior Staff,1/1/99
14902,Basant,Zaccaria,Technique Leader,1/1/99
14908,Kerhong,Flanders,Senior Engineer,1/1/99
14909,Mohan,Kamble,Senior Engineer,1/1/99
14911,Xiaobin,Chelton,Senior Engineer,1/1/99
14914,Gretta,Benzaken,Engineer,1/1/99
14915,Huican,Picco,Engineer,1/1/99
14921,Gill,Khasidashvili,Senior Engineer,1/1/99
14923,Shuzo,Gyorkos,Technique Leader,1/1/99
14925,Stabislas,Peternell,Engineer,1/1/99
14926,Chikara,Suomi,Senior Engineer,1/1/99
14928,Satoru,Mukaidono,Senior Staff,1/1/99
14930,Faiza,Yetim,Senior Engineer,1/1/99
14941,Nathan,Lichtner,Senior Engineer,1/1/99
14942,Heon,Benveniste,Senior Engineer,1/1/99
14949,Insup,Reinhart,Senior Engineer,1/1/99
14954,Fox,Magliocco,Senior Engineer,1/1/99
14971,Fan,Simmen,Senior Staff,1/1/99
14973,Fumitaka,Schaad,Staff,1/1/99
14978,Fay,Swan,Staff,1/1/99
14993,Sanjay,Koblitz,Senior Engineer,1/1/99
15004,Muneo,Esteva,Engineer,1/1/99
15005,Kiam,Sadowsky,Senior Engineer,1/1/99
15015,Shawna,Marchegay,Technique Leader,1/1/99
15016,Woody,Gulik,Senior Staff,1/1/99
15019,Qingxiang,Shokrollahi,Senior Engineer,1/1/99
15030,Rasikan,Nourani,Senior Staff,1/1/99
15036,Ziva,Delgrande,Senior Engineer,1/1/99
15042,Luise,Litvinov,Engineer,1/1/99
15043,Christoph,Ventosa,Senior Staff,1/1/99
15049,Khun,Waymire,Senior Staff,1/1/99
15052,Flemming,Kranzdorf,Senior Engineer,1/1/99
15066,Tomokazu,Oaver,Senior Engineer,1/1/99
15069,Manton,Siksek,Technique Leader,1/1/99
15075,Radoslaw,Rijsenbrij,Senior Engineer,1/1/99
15077,Toshiki,Taubenfeld,Senior Engineer,1/1/99
15080,Moti,Conti,Technique Leader,1/1/99
15082,Guadalupe,Zirintsis,Technique Leader,1/1/99
15087,Chirstian,Ushiama,Senior Engineer,1/1/99
15089,Giri,Coney,Senior Engineer,1/1/99
15092,Remmert,Bahi,Senior Staff,1/1/99
15094,Seongbae,Bottner,Staff,1/1/99
15102,Luigi,Axelband,Senior Engineer,1/1/99
15114,Pantung,Honglei,Engineer,1/1/99
15118,Divier,Valtorta,Senior Engineer,1/1/99
15123,Xuejia,Menhoudj,Engineer,1/1/99
15124,Adhemar,Percebois,Senior Staff,1/1/99
15129,Reinhard,Baalen,Engineer,1/1/99
15136,Eckart,Waeselynck,Staff,1/1/99
15139,Gor,Strandh,Staff,1/1/99
15143,Chiradeep,Krupka,Senior Staff,1/1/99
15145,Haldon,Servieres,Senior Engineer,1/1/99
15150,Shugo,Reeker,Senior Engineer,1/1/99
15155,Leon,Kitsuregawa,Senior Engineer,1/1/99
15169,Sanjoy,Matteis,Technique Leader,1/1/99
15179,Niteen,Bernardeschi,Senior Engineer,1/1/99
15184,Sachem,Sundgren,Staff,1/1/99
15193,Neelam,Schach,Senior Engineer,1/1/99
15195,Renee,Zaumen,Senior Engineer,1/1/99
15196,Souichi,Duclos,Senior Engineer,1/1/99
15202,Pranay,Irland,Engineer,1/1/99
15204,Garnik,Ouhyoung,Engineer,1/1/99
15207,Toshimitsu,Baik,Senior Engineer,1/1/99
15223,Izaskun,Harllee,Senior Staff,1/1/99
15230,Keiichiro,Suessmith,Senior Engineer,1/1/99
15231,Werner,Mondadori,Senior Engineer,1/1/99
15234,Jouko,Zhiwei,Senior Engineer,1/1/99
15237,Reinhard,Sadowsky,Senior Engineer,1/1/99
15253,Ayonca,Pardalos,Senior Engineer,1/1/99
15254,Jessie,Erie,Senior Engineer,1/1/99
15269,Eric,Reghbati,Senior Engineer,1/1/99
15271,Shiv,Bernardeschi,Senior Staff,1/1/99
15272,Aruna,Choobineh,Senior Engineer,1/1/99
15283,Lenore,Kermarrec,Engineer,1/1/99
15303,Fumiko,Sewelson,Senior Engineer,1/1/99
15308,Jackson,Schaft,Engineer,1/1/99
15319,Rafols,Sankaranarayanan,Engineer,1/1/99
15321,Ishfaq,Gecsel,Senior Engineer,1/1/99
15324,Ziya,Lunn,Senior Engineer,1/1/99
15329,Fan,Openshaw,Engineer,1/1/99
15331,Guther,Legleitner,Staff,1/1/99
15337,Masaru,Radivojevic,Senior Engineer,1/1/99
15340,Hairong,Babb,Senior Engineer,1/1/99
15343,Chaosheng,Luce,Senior Engineer,1/1/99
15354,Chikara,Nyrup,Staff,1/1/99
15358,Zhenbing,Weiland,Engineer,1/1/99
15361,Vidar,Andreotta,Engineer,1/1/99
15365,Mikhail,Schiettecatte,Senior Engineer,1/1/99
15366,Masaki,Munawer,Senior Engineer,1/1/99
15369,Premal,Penttonen,Staff,1/1/99
15370,Chuanyi,Nilsson,Senior Engineer,1/1/99
15374,Jiang,Hiroyama,Senior Staff,1/1/99
15377,Shugo,Aumann,Senior Engineer,1/1/99
15390,Jiakeng,Soicher,Engineer,1/1/99
15392,Pradeep,Markovitch,Assistant Engineer,1/1/99
15395,Monique,Jakobus,Senior Staff,1/1/99
15403,Hailing,Stavenow,Senior Staff,1/1/99
15406,Sariel,Sooriamurthi,Senior Engineer,1/1/99
15408,Maik,Penttonen,Staff,1/1/99
15409,Quingbo,Waterhouse,Technique Leader,1/1/99
15412,Huai,Thiria,Senior Engineer,1/1/99
